Region,Country,Product Category,Product Name,Sales Amount,Year,Discount,Profit Margin,Order Priority,Customer Age,Payment Method,Delivery Status
Asia,China,Furniture,Table,4374.07,2022,28.84,43.45,Medium,37,Bank Transfer,Shipped
Asia,China,Furniture,Table,8694.09,2022,11.66,47.23,High,23,Cash,Delivered
Asia,China,Furniture,Table,4385.31,2022,26.86,13.66,High,54,PayPal,Delivered
Asia,China,Furniture,Table,9009.9,2023,8.12,23.09,Medium,32,Bank Transfer,Pending
Asia,China,Furniture,Bed,8782.39,2023,26.9,40.99,Medium,49,Cash,Shipped
Asia,China,Furniture,Bed,11951.26,2023,11.8,48.89,Low,67,Bank Transfer,Pending
Asia,China,Furniture,Bed,4997.18,2023,23.14,39.32,Low,50,PayPal,Shipped
Asia,China,Furniture,Table,6260.19,2023,21.33,14.62,Low,61,Cash,Pending
Asia,China,Furniture,Bed,10977.57,2023,19.66,37.76,High,26,Cash,Shipped
Asia,China,Furniture,Bed,5826.82,2023,10.27,47.73,Low,65,Credit Card,Delivered
Asia,China,Furniture,Table,8762.71,2023,16.17,37.69,High,40,Cash,Pending
Asia,China,Furniture,Table,7557.48,2023,28.55,14.73,Medium,65,Bank Transfer,Pending
Asia,China,Furniture,Table,10702.19,2023,10.13,37.05,Medium,66,Bank Transfer,Pending
Asia,China,Furniture,Bed,19207.54,2023,19.68,44.02,Low,21,Credit Card,Shipped
Asia,China,Furniture,Bed,18208.98,2023,9.55,18.5,High,37,Cash,Pending
Asia,China,Furniture,Bed,22592.87,2023,5.15,20.98,Medium,26,Cash,Delivered
Asia,China,Furniture,Bed,2026.59,2023,9.68,18.74,High,60,Bank Transfer,Pending
Asia,China,Furniture,Table,10744.19,2023,5.75,30.92,Medium,38,Cash,Shipped
Asia,China,Furniture,Bed,17196.71,2023,15.07,48.09,High,50,Cash,Pending
Asia,China,Furniture,Bed,11841.82,2023,11.23,41.87,Medium,62,Cash,Delivered
Asia,China,Furniture,Table,9571.86,2023,23.24,11.79,High,19,PayPal,Shipped
Asia,China,Furniture,Bed,23067.38,2023,19.77,35.33,Low,55,Cash,Pending
Asia,China,Furniture,Table,5780.14,2023,8.62,34.18,Low,61,PayPal,Delivered
Asia,China,Furniture,Bed,2644.01,2023,21.43,37.83,Medium,22,Cash,Shipped
Asia,China,Furniture,Bed,17977.04,2023,15.92,16.11,Medium,39,PayPal,Shipped
Asia,China,Furniture,Bed,2612.72,2023,6.92,27.76,Medium,40,Bank Transfer,Pending
Asia,China,Furniture,Table,9763.2,2023,13.55,13.68,High,23,Cash,Pending
Asia,China,Furniture,Bed,6981.41,2023,21.94,45.31,High,48,Credit Card,Delivered
Asia,China,Furniture,Table,6561.07,2023,23.6,39.17,Low,41,Bank Transfer,Shipped
Asia,China,Furniture,Table,5527.68,2023,24.91,27.12,High,42,PayPal,Delivered
Asia,China,Furniture,Bed,18537.75,2023,21.24,10.34,Medium,39,Bank Transfer,Shipped
Asia,China,Furniture,Bed,2125.29,2023,23.68,23.84,Medium,46,PayPal,Pending
Asia,China,Furniture,Bed,21269.37,2023,13.0,22.42,High,61,Credit Card,Delivered
Asia,China,Furniture,Table,6569.29,2024,7.9,11.0,High,33,Credit Card,Shipped
Asia,China,Furniture,Bed,12678.89,2024,5.85,33.22,Low,43,Credit Card,Delivered
Asia,China,Furniture,Table,5832.12,2024,5.2,33.35,Low,46,Cash,Delivered
Asia,China,Furniture,Bed,11184.16,2024,16.16,28.33,High,21,Bank Transfer,Pending
Asia,China,Furniture,Table,9647.7,2024,12.95,32.86,Low,43,Bank Transfer,Pending
Asia,China,Furniture,Table,4243.28,2024,8.47,26.62,Low,70,Credit Card,Shipped
Asia,China,Furniture,Bed,1922.98,2024,18.38,25.9,Medium,51,Cash,Shipped
Asia,China,Furniture,Table,9253.46,2024,5.9,46.22,Medium,22,Cash,Shipped
Asia,China,Furniture,Bed,2169.73,2024,29.52,20.37,Low,40,Bank Transfer,Delivered
Asia,China,Furniture,Table,5249.76,2024,25.16,44.85,Low,30,Bank Transfer,Delivered
Asia,China,Furniture,Table,6377.71,2024,15.87,17.74,High,28,Bank Transfer,Shipped
Asia,China,Furniture,Table,10041.07,2024,16.67,28.96,Medium,30,Bank Transfer,Pending
Asia,China,Furniture,Table,7357.42,2024,12.01,12.37,High,67,PayPal,Shipped
Asia,China,Furniture,Bed,6007.44,2024,21.47,44.13,Medium,66,Cash,Pending
Asia,China,Furniture,Table,5806.09,2024,21.69,32.14,High,24,Bank Transfer,Pending
Asia,China,Furniture,Bed,17532.69,2024,20.06,30.19,Low,67,PayPal,Shipped
Asia,China,Furniture,Bed,9457.8,2024,15.86,31.77,Low,64,Credit Card,Pending
Asia,China,Furniture,Bed,6213.4,2024,16.02,46.79,Low,22,PayPal,Delivered
Asia,China,Furniture,Table,9718.07,2024,16.16,34.12,Low,64,PayPal,Delivered
Asia,China,Furniture,Bed,23438.69,2024,24.67,47.48,High,20,Credit Card,Pending
Asia,China,Furniture,Table,9718.89,2024,8.99,18.23,Low,26,Cash,Shipped
Asia,China,Furniture,Table,9087.13,2024,8.94,19.95,High,37,PayPal,Delivered
Asia,China,Furniture,Bed,10142.24,2024,20.19,38.05,Medium,45,Bank Transfer,Pending
Asia,China,Furniture,Table,7690.09,2024,11.08,28.72,High,52,PayPal,Shipped
Asia,China,Furniture,Bed,2119.17,2024,24.93,14.43,Low,57,Bank Transfer,Pending
Asia,China,Furniture,Bed,5726.75,2024,14.53,31.77,Medium,60,Credit Card,Shipped
Asia,China,Furniture,Bed,5767.64,2024,22.42,33.99,Low,20,Cash,Shipped
Asia,China,Furniture,Bed,8844.41,2024,9.57,13.79,High,40,PayPal,Pending
Asia,China,Furniture,Bed,10184.54,2024,11.66,27.66,Low,47,Bank Transfer,Pending
Asia,China,Furniture,Table,9429.53,2024,28.4,34.52,High,69,Bank Transfer,Delivered
Asia,China,Furniture,Bed,18684.0,2025,13.92,25.18,Medium,59,Bank Transfer,Delivered
Asia,China,Furniture,Bed,11154.47,2025,13.75,46.48,Medium,60,PayPal,Shipped
Asia,China,Furniture,Bed,6107.92,2025,6.97,30.32,Low,62,Bank Transfer,Delivered
Asia,China,Furniture,Bed,8839.11,2025,24.87,31.26,Low,22,Bank Transfer,Delivered
Asia,China,Furniture,Table,4456.55,2025,16.05,33.47,Low,58,Credit Card,Delivered
Asia,China,Furniture,Table,6519.6,2025,12.81,10.69,Medium,34,Cash,Pending
Asia,China,Furniture,Table,4356.8,2025,6.47,24.02,Low,50,Cash,Delivered
Asia,China,Furniture,Bed,22191.88,2025,8.3,13.97,Low,27,PayPal,Shipped
Asia,China,Furniture,Bed,9216.71,2025,18.27,38.68,Low,39,PayPal,Pending
Asia,China,Furniture,Table,5447.91,2025,28.85,13.05,Medium,26,Bank Transfer,Pending
Asia,China,Furniture,Bed,7214.65,2025,28.05,23.2,High,49,PayPal,Pending
Asia,China,Furniture,Bed,12665.69,2025,10.4,13.3,Medium,20,Cash,Shipped
Asia,China,Furniture,Bed,7278.91,2025,5.06,12.08,High,69,Cash,Delivered
Asia,China,Furniture,Table,6770.58,2025,27.69,18.84,Medium,69,PayPal,Pending
Asia,China,Furniture,Bed,5536.69,2025,9.07,36.13,Low,53,Credit Card,Pending
Asia,China,Furniture,Bed,16643.85,2025,27.35,37.56,High,26,Cash,Delivered
Asia,China,Furniture,Bed,7260.15,2025,13.23,38.49,Medium,42,Credit Card,Shipped
Asia,China,Furniture,Bed,10114.27,2025,9.22,10.48,High,48,Credit Card,Shipped
Asia,China,Furniture,Bed,10651.21,2025,23.22,19.61,High,19,Credit Card,Shipped
Asia,China,Furniture,Table,11644.88,2025,26.96,16.98,Medium,44,Credit Card,Shipped
Asia,China,Furniture,Bed,12953.41,2025,19.91,41.63,Low,28,PayPal,Delivered
Asia,China,Furniture,Table,4968.0,2025,25.69,16.53,High,70,Cash,Pending
Asia,China,Furniture,Table,11707.44,2025,28.8,43.43,Low,67,Credit Card,Pending
Asia,China,Furniture,Bed,4892.91,2025,10.82,31.99,High,69,PayPal,Shipped
Asia,China,Furniture,Bed,12139.29,2025,8.12,35.29,High,24,Bank Transfer,Shipped
Asia,China,Furniture,Table,8089.82,2025,26.04,28.56,Medium,31,Bank Transfer,Pending
Asia,China,Furniture,Bed,20428.78,2025,15.4,35.5,Medium,40,Credit Card,Delivered
Asia,China,Furniture,Table,10016.91,2025,7.35,40.38,Medium,65,Cash,Shipped
Asia,China,Furniture,Table,9314.77,2025,18.91,41.53,Medium,19,PayPal,Pending
Asia,China,Furniture,Bed,5768.75,2025,29.56,43.17,Low,65,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,7576.22,2020,12.57,14.88,Medium,67,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,8714.37,2020,15.79,29.83,High,27,Cash,Shipped
Africa,Egypt,Clothing,Dress,11720.16,2020,29.91,49.41,Medium,45,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,7065.39,2020,15.33,24.35,Low,59,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,5683.57,2020,7.83,29.95,Medium,31,PayPal,Delivered
Africa,Egypt,Clothing,Jeans,10622.65,2020,12.78,39.48,Medium,25,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,7156.46,2020,27.79,21.83,High,46,Cash,Pending
Africa,Egypt,Clothing,Shirt,9333.4,2020,21.13,11.42,Medium,40,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,6226.62,2020,23.33,35.29,Medium,57,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,8595.22,2020,18.12,13.66,Low,35,Cash,Pending
Africa,Egypt,Clothing,Shirt,10660.67,2020,23.0,36.74,Medium,46,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,8989.78,2020,17.59,39.39,Medium,50,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,10447.89,2020,25.32,19.54,High,21,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,6372.75,2020,29.5,40.65,High,66,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,7364.39,2020,6.49,34.14,High,18,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,6427.61,2020,25.38,44.33,Low,42,PayPal,Pending
Africa,Egypt,Clothing,Shirt,9642.07,2020,16.64,42.95,High,41,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,7373.88,2020,6.2,30.31,Medium,51,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,9079.77,2020,12.87,47.3,Medium,57,Cash,Delivered
Africa,Egypt,Clothing,Dress,10155.06,2020,5.72,39.33,High,64,Cash,Pending
Africa,Egypt,Clothing,Shirt,8635.52,2020,10.45,29.78,Low,42,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,9151.13,2020,5.97,39.68,Low,31,Cash,Delivered
Africa,Egypt,Clothing,Jeans,9889.51,2020,21.36,40.96,Medium,68,Credit Card,Delivered
Africa,Egypt,Clothing,Dress,14554.52,2020,17.25,30.81,Medium,61,Bank Transfer,Shipped
Africa,Egypt,Clothing,Dress,11801.23,2020,12.92,29.04,Medium,37,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,8086.67,2020,16.28,10.36,Low,57,Cash,Pending
Africa,Egypt,Clothing,Shirt,9546.7,2020,20.17,36.05,Low,34,Cash,Shipped
Africa,Egypt,Clothing,Shirt,9458.34,2020,29.01,21.49,Medium,52,Credit Card,Pending
Africa,Egypt,Clothing,Jeans,8920.25,2020,24.6,42.37,Low,21,Cash,Pending
Africa,Egypt,Clothing,Shirt,8051.92,2020,13.36,36.04,Low,28,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,6658.67,2021,8.26,31.31,Medium,55,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,7765.63,2021,8.76,38.38,High,23,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,6302.73,2021,21.16,38.77,Medium,65,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,6804.31,2021,22.11,43.34,Medium,56,Cash,Shipped
Africa,Egypt,Clothing,Jeans,8457.27,2021,8.12,24.15,Low,66,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,6777.66,2021,12.14,42.43,High,60,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,10592.44,2021,24.25,33.0,Medium,70,Cash,Pending
Africa,Egypt,Clothing,Shirt,5887.04,2021,22.14,11.43,Low,59,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,8090.36,2021,16.29,31.81,High,61,Cash,Pending
Africa,Egypt,Clothing,Shirt,12661.83,2021,5.06,26.82,Medium,48,PayPal,Shipped
Africa,Egypt,Clothing,Dress,10852.56,2021,17.4,27.98,Medium,32,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,9604.14,2021,17.75,11.24,Medium,64,PayPal,Pending
Africa,Egypt,Clothing,Shirt,6825.19,2021,13.28,36.87,High,52,Credit Card,Pending
Africa,Egypt,Clothing,Dress,13194.57,2021,23.63,23.05,High,39,Bank Transfer,Delivered
Africa,Egypt,Clothing,Jeans,9078.28,2021,20.33,10.63,Low,20,Cash,Shipped
Africa,Egypt,Clothing,Shirt,10514.0,2021,5.98,17.6,Medium,63,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,6147.03,2021,25.15,28.35,High,57,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,6747.89,2021,25.86,35.95,Medium,32,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,7755.36,2021,20.36,21.05,Medium,52,Credit Card,Pending
Africa,Egypt,Clothing,Shirt,10316.07,2021,20.27,16.42,Low,33,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,11412.93,2021,11.98,25.68,High,18,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,7415.21,2021,17.5,49.9,High,65,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,6154.57,2021,8.39,44.39,Medium,48,Cash,Pending
Africa,Egypt,Clothing,Shirt,10164.87,2021,28.38,36.77,Medium,28,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,8947.39,2021,23.09,30.39,Medium,48,PayPal,Shipped
Africa,Egypt,Clothing,Dress,14940.57,2021,24.55,16.99,Low,70,Bank Transfer,Pending
Africa,Egypt,Clothing,Dress,11581.9,2021,5.36,26.64,Medium,67,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,7370.93,2021,23.68,28.66,Medium,25,Cash,Pending
Africa,Egypt,Clothing,Shirt,7152.75,2021,8.87,42.72,High,52,Cash,Shipped
Africa,Egypt,Clothing,Shirt,8146.08,2021,7.03,15.05,Medium,64,Credit Card,Shipped
Africa,Egypt,Clothing,Dress,11007.21,2022,14.53,28.67,Low,34,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,7580.73,2022,26.11,30.97,Low,65,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,6665.04,2022,8.34,28.23,High,25,PayPal,Shipped
Africa,Egypt,Clothing,Jeans,11140.09,2022,14.63,32.96,Low,33,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,7964.08,2022,19.53,30.49,Low,52,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,11854.46,2022,25.86,43.14,Medium,66,Credit Card,Pending
Africa,Egypt,Clothing,Dress,10374.28,2022,18.53,42.98,Low,64,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,13051.07,2022,6.13,47.85,Medium,31,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,7320.17,2022,6.92,28.36,Low,47,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,8535.02,2022,23.73,41.91,Low,20,PayPal,Pending
Africa,Egypt,Clothing,Shirt,12854.32,2022,25.44,27.97,High,38,PayPal,Pending
Africa,Egypt,Clothing,Shirt,6617.21,2022,29.31,47.23,Medium,28,Cash,Pending
Africa,Egypt,Clothing,Shirt,9379.41,2022,8.23,47.18,Low,63,Bank Transfer,Pending
Africa,Egypt,Clothing,Dress,14660.61,2022,29.02,11.45,Medium,20,Credit Card,Shipped
Africa,Egypt,Clothing,Dress,12640.51,2022,15.17,47.92,Medium,58,PayPal,Pending
Africa,Egypt,Clothing,Shirt,9710.6,2022,26.41,43.9,High,60,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,5600.94,2022,10.85,38.37,Medium,67,Cash,Shipped
Africa,Egypt,Clothing,Shirt,10392.46,2022,23.33,13.56,Low,34,Cash,Shipped
Africa,Egypt,Clothing,Shirt,7195.46,2022,10.3,13.43,Low,47,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,7783.38,2022,15.16,43.83,High,25,Cash,Delivered
Africa,Egypt,Clothing,Shirt,7329.69,2022,20.7,28.83,Low,50,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,10322.36,2022,28.56,22.56,High,50,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,10190.4,2022,28.78,38.02,Medium,55,Cash,Delivered
Africa,Egypt,Clothing,Jeans,7984.85,2022,15.0,40.13,Low,52,Cash,Shipped
Africa,Egypt,Clothing,Shirt,9437.98,2022,18.46,13.69,Low,32,Credit Card,Pending
Africa,Egypt,Clothing,Shirt,10407.58,2022,27.37,35.69,High,53,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,12815.31,2022,28.61,10.02,Medium,43,Cash,Shipped
Africa,Egypt,Clothing,Shirt,8895.92,2022,18.76,35.39,High,45,Cash,Shipped
Africa,Egypt,Clothing,Shirt,9495.76,2022,8.38,28.42,High,57,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,6791.33,2022,11.53,47.81,High,62,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,10728.72,2023,17.03,39.31,High,42,Credit Card,Shipped
Africa,Egypt,Clothing,Dress,10576.44,2023,21.48,35.07,Medium,33,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,8926.1,2023,29.85,13.28,High,56,PayPal,Pending
Africa,Egypt,Clothing,Shirt,10205.15,2023,7.76,40.01,Low,23,Cash,Delivered
Africa,Egypt,Clothing,Shirt,9049.94,2023,19.23,14.06,Low,25,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,10195.8,2023,15.62,23.13,High,23,Cash,Delivered
Africa,Egypt,Clothing,Shirt,6555.33,2023,18.52,20.42,Low,49,Cash,Delivered
Africa,Egypt,Clothing,Shirt,5511.11,2023,26.62,10.8,Low,43,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,6933.42,2023,15.19,48.37,High,64,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,10612.45,2023,22.72,43.84,High,63,Credit Card,Delivered
Africa,Egypt,Clothing,Dress,11953.72,2023,9.14,35.54,Low,51,Bank Transfer,Pending
Africa,Egypt,Clothing,Jeans,11161.61,2023,9.97,34.94,Medium,55,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,8801.61,2023,5.75,36.38,High,62,Bank Transfer,Shipped
Africa,Egypt,Clothing,Jeans,11268.26,2023,26.43,38.61,Low,22,Cash,Pending
Africa,Egypt,Clothing,Dress,12559.34,2023,5.58,30.1,Medium,52,Cash,Delivered
Africa,Egypt,Clothing,Dress,11808.47,2023,10.43,11.83,Medium,57,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,6058.3,2023,9.43,32.96,Medium,31,Credit Card,Shipped
Africa,Egypt,Clothing,Jeans,11474.85,2023,26.99,15.12,Medium,48,PayPal,Pending
Africa,Egypt,Clothing,Shirt,12590.44,2023,27.64,45.54,High,57,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,7470.9,2023,15.46,11.37,High,59,Cash,Delivered
Africa,Egypt,Clothing,Shirt,6815.17,2023,11.72,31.62,Medium,45,Cash,Shipped
Africa,Egypt,Clothing,Jeans,8869.28,2023,5.97,22.57,Low,70,Bank Transfer,Shipped
Africa,Egypt,Clothing,Jeans,9309.65,2023,17.96,16.43,High,54,Credit Card,Pending
Africa,Egypt,Clothing,Shirt,6023.56,2023,16.0,28.98,High,20,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,7443.3,2023,26.78,33.05,Medium,22,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,6272.42,2023,9.05,43.21,Medium,52,Cash,Shipped
Africa,Egypt,Clothing,Shirt,7822.22,2023,26.06,11.02,Low,29,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,8889.02,2023,10.76,45.33,Low,38,Cash,Shipped
Africa,Egypt,Clothing,Shirt,9652.57,2023,22.11,40.75,High,25,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,8749.84,2023,6.52,40.1,Low,22,Cash,Pending
Africa,Egypt,Clothing,Jeans,9228.61,2024,28.41,39.23,Low,54,Cash,Pending
Africa,Egypt,Clothing,Shirt,9297.22,2024,26.61,37.57,Medium,37,Bank Transfer,Shipped
Africa,Egypt,Clothing,Dress,12704.19,2024,11.53,42.61,High,41,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,10487.03,2024,11.02,36.67,Low,23,Cash,Shipped
Africa,Egypt,Clothing,Shirt,6733.4,2024,8.46,37.75,Low,29,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,7214.42,2024,12.26,30.72,High,66,Bank Transfer,Shipped
Africa,Egypt,Clothing,Dress,13054.08,2024,6.18,13.9,Low,25,Cash,Delivered
Africa,Egypt,Clothing,Shirt,8352.99,2024,29.79,32.0,High,25,Bank Transfer,Pending
Africa,Egypt,Clothing,Dress,14906.66,2024,17.95,12.26,High,43,Bank Transfer,Pending
Africa,Egypt,Clothing,Jeans,10288.08,2024,23.42,28.51,Medium,38,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,7687.48,2024,11.85,30.04,High,57,Cash,Shipped
Africa,Egypt,Clothing,Dress,13783.48,2024,27.67,17.47,High,45,Bank Transfer,Delivered
Africa,Egypt,Clothing,Jeans,12045.45,2024,18.45,11.77,High,49,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,8857.67,2024,26.01,25.58,Low,20,Cash,Pending
Africa,Egypt,Clothing,Jeans,10041.12,2024,28.46,29.36,Medium,51,Cash,Pending
Africa,Egypt,Clothing,Jeans,8425.87,2024,20.9,41.24,High,23,Cash,Delivered
Africa,Egypt,Clothing,Shirt,11065.68,2024,22.64,24.13,Medium,56,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,5764.73,2024,6.91,14.51,Low,61,PayPal,Delivered
Africa,Egypt,Clothing,Shirt,7413.8,2024,11.96,44.82,Medium,69,Cash,Pending
Africa,Egypt,Clothing,Shirt,9216.89,2024,8.17,24.04,High,39,Cash,Pending
Africa,Egypt,Clothing,Shirt,10437.94,2024,11.08,42.16,Low,31,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,6915.1,2024,14.6,13.2,High,47,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,12776.51,2024,28.44,41.85,High,63,Credit Card,Shipped
Africa,Egypt,Clothing,Shirt,6225.25,2024,16.97,32.34,Low,59,Cash,Pending
Africa,Egypt,Clothing,Shirt,5748.46,2024,27.24,33.16,Medium,60,Cash,Delivered
Africa,Egypt,Clothing,Dress,11712.65,2024,27.3,23.91,Low,38,PayPal,Pending
Africa,Egypt,Clothing,Shirt,6921.94,2024,19.21,39.42,Medium,48,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,7955.32,2024,14.34,13.84,Medium,48,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,8793.18,2024,8.51,25.26,Low,43,Cash,Delivered
Africa,Egypt,Clothing,Dress,9515.48,2024,21.7,38.2,High,31,Credit Card,Pending
Africa,Egypt,Clothing,Shirt,8575.86,2025,24.55,39.12,High,45,Credit Card,Shipped
Africa,Egypt,Clothing,Dress,10671.62,2025,7.23,41.86,High,65,Cash,Pending
Africa,Egypt,Clothing,Dress,13187.71,2025,24.1,15.05,Medium,63,Credit Card,Pending
Africa,Egypt,Clothing,Shirt,6740.24,2025,25.85,28.02,High,24,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,7031.19,2025,13.01,28.69,Low,26,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,6719.35,2025,8.09,44.39,Medium,34,Cash,Delivered
Africa,Egypt,Clothing,Shirt,10106.23,2025,18.19,38.47,Medium,59,Credit Card,Pending
Africa,Egypt,Clothing,Shirt,7052.93,2025,24.77,32.09,High,49,PayPal,Delivered
Africa,Egypt,Clothing,Jeans,11372.21,2025,13.64,39.6,Low,22,Credit Card,Delivered
Africa,Egypt,Clothing,Shirt,8160.71,2025,24.58,16.66,High,62,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,9167.6,2025,12.48,33.13,High,42,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,10588.01,2025,8.12,45.34,Low,55,PayPal,Shipped
Africa,Egypt,Clothing,Shirt,8232.02,2025,22.9,41.76,Low,67,Cash,Shipped
Africa,Egypt,Clothing,Shirt,7155.64,2025,29.11,26.34,Medium,64,Cash,Shipped
Africa,Egypt,Clothing,Dress,14686.6,2025,28.3,26.85,High,28,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,9159.5,2025,11.23,28.01,Medium,49,Cash,Delivered
Africa,Egypt,Clothing,Dress,14668.1,2025,9.26,21.43,Low,20,Credit Card,Delivered
Africa,Egypt,Clothing,Dress,10166.89,2025,13.68,37.47,Medium,22,PayPal,Delivered
Africa,Egypt,Clothing,Jeans,9333.98,2025,28.59,13.15,Low,39,PayPal,Delivered
Africa,Egypt,Clothing,Jeans,7844.22,2025,17.92,49.3,Low,50,Bank Transfer,Shipped
Africa,Egypt,Clothing,Shirt,5455.0,2025,15.33,24.84,Low,47,Bank Transfer,Delivered
Africa,Egypt,Clothing,Dress,14042.06,2025,28.13,35.08,High,18,Bank Transfer,Pending
Africa,Egypt,Clothing,Shirt,5457.52,2025,19.93,30.89,High,18,Cash,Shipped
Africa,Egypt,Clothing,Shirt,10579.04,2025,20.99,46.99,High,52,Credit Card,Pending
Africa,Egypt,Clothing,Shirt,7188.67,2025,29.12,40.09,Medium,38,Bank Transfer,Delivered
Africa,Egypt,Clothing,Shirt,7803.74,2025,19.6,14.31,High,18,Credit Card,Delivered
Africa,Egypt,Clothing,Dress,11607.49,2025,10.34,39.69,Medium,35,Cash,Shipped
Africa,Egypt,Clothing,Shirt,7325.22,2025,12.65,34.59,Low,21,Credit Card,Shipped
Africa,Egypt,Clothing,Jeans,10021.55,2025,11.08,33.1,Low,28,Bank Transfer,Delivered
Africa,Egypt,Clothing,Jeans,11110.9,2025,26.13,35.8,Medium,31,Credit Card,Delivered
Africa,Egypt,Electronics,Smartphone,2198.75,2020,19.33,16.61,High,60,Credit Card,Pending
Africa,Egypt,Electronics,Camera,2535.71,2020,19.22,14.64,Low,34,PayPal,Pending
Africa,Egypt,Electronics,Smartphone,18192.0,2020,22.16,24.83,High,69,Cash,Delivered
Africa,Egypt,Electronics,Smartphone,21397.39,2020,11.06,41.01,Low,32,Credit Card,Shipped
Africa,Egypt,Electronics,Smartphone,18397.19,2020,19.58,11.49,Medium,26,Cash,Shipped
